cheese,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Sartori Reserve Balsamic BellaVitano,cow,United States,Wisconsin,NA,hard,NA,NA,firm,NA,NA,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",NA,NA,Sartori
Sartori Reserve Basil & Olive Oil Asiago,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,,NA,pale yellow,"herbaceous, savory, sweet","herbal, rich",NA,NA,Sartori
Sartori Reserve BellaVitano Gold,cow,United States,Wisconsin,NA,hard,NA,NA,creamy,natural,pale yellow,"fruity, nutty, sweet","fruity, nutty, rich",NA,NA,Sartori
Sartori Reserve Black Pepper BellaVitano,cow,United States,Wisconsin,NA,semi-hard,NA,NA,creamy,natural,pale yellow,"creamy, nutty, salty, spicy","nutty, rich, spicy",NA,NA,Sartori
Sartori Reserve Chai BellaVitano,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,creamy,natural,pale yellow,"creamy, sweet","rich, sweet",NA,NA,Sartori
Sartori Reserve Cheese Mediterranean Fontina,cow,United States,Wisconsin,NA,"semi-soft, artisan",NA,NA,creamy,natural,cream,"garlicky, piquant, spicy, sweet","earthy, herbal",TRUE,FALSE,Sartori
Sartori Reserve Dolcina Gorgonzola,cow,United States,Wisconsin,Blue,"semi-firm, blue-veined",NA,NA,"creamy, soft",natural,ivory,"mild, smooth, sweet","rich, spicy",NA,NA,Sartori
Sartori Reserve Espresso BellaVitano,cow,United States,Wisconsin,NA,"semi-firm, artisan",NA,NA,firm,natural,pale yellow,"smokey , sweet","smokey, sweet",NA,NA,Sartori
Sartori Reserve Extra Aged Fontina,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,creamy,natural,yellow,"buttery, fruity, mild, tangy","lactic, rich",TRUE,FALSE,Sartori
Sartori Reserve Extra-Aged Asiago,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,"creamy, crumbly",NA,pale yellow,"creamy, nutty",rich,FALSE,FALSE,Sartori
Sartori Reserve Merlot BellaVitano,cow,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,"creamy, crystalline",natural,pale yellow,"creamy, fruity","fruity, pleasant, rich",NA,NA,Sartori
Sartori Reserve Raspberry BellaVitano,cow,United States,Wisconsin,Cheddar,"hard, artisan",NA,NA,creamy,natural,pale yellow,"buttery, creamy, fruity, nutty, sweet","fruity, nutty, rich",TRUE,FALSE,Sartori
Sartori Reserve Rosemary & Olive Oil Asiago,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,,NA,pale yellow,"fruity, nutty","fruity, nutty, rich",NA,NA,Sartori
Sartori Reserve SarVecchio Parmesan,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"crumbly, crystalline, dry, flaky, grainy",natural,yellow,"caramel, fruity, nutty","fruity, sweet",TRUE,FALSE,Sartori
Sbrinz,cow,Switzerland,"Lucerne, Schwyz, Unterwald, and Zoug, and the following additional places: Muri district in d'Argovi",Swiss Cheese,"hard, artisan",45%,NA,"dense, flaky",natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",FALSE,FALSE,NA
Sbronzo,water buffalo,Italy,Campania,NA,"semi-soft, artisan",NA,NA,"creamy, dense",natural,ivory,"buttery, creamy, fruity, sweet",fruity,NA,NA,Casa Madaio
Scallion Onion Cheddar,cow,United States,NY,Cheddar,"semi-hard, artisan",NA,NA,crumbly,natural,pale yellow,"full-flavored, spicy",strong,NA,NA,Muranda Cheese Company
Scamorza,cow,Italy,NA,Pasta filata,semi-soft,NA,NA,"elastic, smooth, springy",natural,white,NA,NA,NA,NA,NA
Schloss,cow,United States,NA,NA,"semi-soft, brined",NA,NA,"chalky, creamy, smooth",washed,straw,"citrusy, earthy, fruity, full-flavored, meaty, pungent","pungent, strong",FALSE,FALSE,Marin French Cheeese Co.
Scotch Bonnet Cheddar,cow,United Kingdom,NA,Cheddar,"hard, processed",NA,NA,creamy,plastic,pale yellow,"creamy, spicy, strong",NA,NA,NA,Tesco
Sea Change,cow,United States,"Lebanon, CT",NA,"semi-soft, artisan",NA,NA,"elastic, smooth",natural,cream,"buttery, mild, milky","fruity, lactic, yeasty",NA,NA,The Mystic Cheese Company
Seahive,cow,United States,Utah,Cheddar,"hard, artisan",NA,NA,"dry, firm",natural,pale yellow,"salty, sweet",floral,TRUE,FALSE,Beehive Cheese Company
Seascape,"cow, goat",United States,California,NA,"semi-hard, artisan",8 g/100g,NA,"crumbly, smooth",natural,pale yellow,"buttery, caramel, tangy",pleasant,TRUE,FALSE,Central Coast Creamery
Seastack,cow,United States,Port Townsend,NA,"soft, soft-ripened",NA,NA,"creamy, firm, runny, soft",ash coated,white,"citrusy, earthy, garlicky, tangy","fresh, milky",FALSE,FALSE,Mt. Townsend Creamery
Seator's Orkney,cow,"Great Britain, Scotland, United Kingdom",Orkney Islands,NA,"hard, artisan",NA,NA,crumbly,NA,cream,acidic,lactic,NA,NA,Grimbister Farm
Selles sur Cher,goat,France,NA,NA,soft,NA,NA,firm,ash coated,NA,tangy,"lactic, nutty",NA,NA,NA
Selva,cow,Spain,"Fornells de la Selva, Gironès",NA,"soft, artisan",45%,NA,"smooth, supple",natural,pale yellow,"bitter, buttery, salty",pleasant,FALSE,FALSE,NA
Serat,sheep,Afghanistan,NA,NA,hard,NA,NA,,NA,NA,NA,NA,FALSE,FALSE,NA
Seriously Strong Cheddar,cow,"England, Scotland, United Kingdom",Stranraer,Cheddar,hard,34.40%,740 mg/100g,"crumbly, dense, firm, flaky",natural,yellow,"full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",FALSE,FALSE,Lactalis McLelland Ltd
Serra da Estrela DOP,sheep,Portugal,Serra da Estrela,NA,semi-soft,NA,NA,,NA,ivory,NA,pungent,FALSE,FALSE,NA
Sgt. Pepper,goat,United States,California,NA,fresh soft,NA,NA,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE,Cypress Grove Chevre
Shaker Blue,sheep,United States,New York,Blue,"semi-firm, blue-veined",NA,NA,creamy,rindless,ivory,"acidic, creamy, full-flavored, sweet","rich, sweet",TRUE,FALSE,Old Chatham Sheepherding Company
Shamembert,plant-based,United Kingdom,NA,NA,soft,NA,NA,"soft, soft-ripened",mold ripened,white,"earthy, full-flavored, mushroomy, savory, strong",earthy,TRUE,TRUE,Honestly Tasty
Shanklish,"cow, sheep","Egypt, Lebanon, Syria",NA,Feta,"fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE,Grandpa's dairy
Sharon Hollow Garlic and Chive,cow,United States,"Ann Arbor, Michigan",NA,"fresh soft, artisan",NA,NA,flaky,rindless,ivory,"garlicky, milky","fresh, garlicky",TRUE,FALSE,Zingerman's Creamery
Sharp Cheddar,cow,United States,NA,Cheddar,"semi-hard, artisan",NA,NA,creamy,natural,NA,"sharp, strong, tangy",NA,NA,NA,NA
Sharpham,cow,"England, United Kingdom",Devon,Brie,"soft, artisan",45%,NA,"creamy, smooth",mold ripened,white,buttery,fresh,TRUE,FALSE,Sharpham Wine & Cheese
Sharpham Elmhirst,cow,"England, Great Britain, United Kingdom",Devon,NA,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth, soft, soft-ripened, spreadable",bloomy,white,"creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",TRUE,FALSE,Sharpham Wine & Cheese
Sharpham Rustic,cow,"England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,creamy,natural,white,"lemony, nutty",fresh,TRUE,FALSE,Sharpham Wine & Cheese
Sharpham Rustic Chive & Garlic,cow,"England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,creamy,natural,white,"creamy, garlicky, savory","garlicky, nutty, strong",TRUE,FALSE,Sharpham Wine & Cheese
Sharpham Savour,"cow, goat","England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,"close, creamy, supple",natural,cream,"smooth, sweet",fresh,TRUE,FALSE,Sharpham Wine & Cheese
Sheep Gouda,sheep,United States,Maine,Gouda,"semi-hard, artisan",NA,NA,"compact, crumbly, dense",natural,pale yellow,"caramel, nutty",NA,NA,NA,Fuzzy Udder Creamery
Shelburne Cheddar,cow,United States,Shelburne Farms,Cheddar,"hard, artisan",51%,NA,firm,rindless,pale yellow,strong,rich,TRUE,FALSE,Shelburne Farms
Shepherd's Crook,sheep,England,Somerset,NA,"soft, artisan",48%,NA,"creamy, smooth, springy",mold ripened,white,"mild, sweet","rich, sweet",TRUE,FALSE,Wootton Organic Dairy
Shepherd's Hope,sheep,United States,Minnesota,NA,"fresh soft, artisan",NA,NA,"creamy, firm, soft",rindless,white,"citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",TRUE,FALSE,Shepherd's Way Farms
Shepherdista Crush,sheep,United States,California,NA,"firm, artisan",NA,NA,compact,natural,ivory,tangy,"grassy, woody",NA,NA,Bleating Heart Cheese
Shepsog,"cow, sheep",United States,Vermont,NA,semi-firm,NA,NA,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",NA,NA,Grafton Village Cheese Company
Ships Wheel Brie,cow,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,NA,NA,creamy,NA,NA,"mild, nutty","mild, nutty",TRUE,FALSE,BoatShed Cheese
Shoreditch Smoked,plant-based,United Kingdom,NA,NA,semi-firm,NA,NA,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",TRUE,TRUE,La Fauxmagerie
Shorrock's Lancashire Bomb,cow,United Kingdom,NA,NA,semi-hard,NA,NA,"creamy, crumbly",NA,yellow,NA,NA,TRUE,FALSE,NA
Shredded Bliss,,"Canada, United States",NA,Mozzarella,semi-soft,NA,NA,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE,NA
Shropshire Blue,cow,United Kingdom,NA,Blue,semi-hard,NA,NA,"creamy, smooth",natural,orange,creamy,rich,TRUE,FALSE,NA
Shtayburne Farm Cheddar,cow,United States,NY,Cheddar,"hard, artisan",NA,NA,"creamy, smooth",natural,yellow,"creamy, garlicky, sharp, smokey , smooth, spicy",NA,NA,NA,Shtayburne Farm
Shtayburne Farm Monterey Jack,cow,United States,NY,Monterey Jack,"semi-hard, artisan",NA,NA,"compact, creamy, soft, supple",natural,pale yellow,"creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy",NA,NA,NA,Shtayburne Farm
Sicilian Blend,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy",NA,TRUE,FALSE,Sartori
Siltcoos,goat,United States,Coast of Oregon,NA,"soft, artisan",NA,NA,soft,ash coated,ivory,"spicy, strong","clean, fresh",NA,NA,Rivers Edge Chèvre
Sinodun Hill,goat,England,NA,NA,soft,NA,NA,fluffy,natural,pale yellow,creamy,clean,TRUE,FALSE,Norton & Yarrow Cheese
Sirene,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Trakia,Feta,"fresh soft, brined",NA,NA,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE,NA
Sleightlett,goat,"England, Great Britain, United Kingdom","Timsbury, Somerset",NA,"fresh soft, artisan",NA,NA,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE,NA
Slices Of Bliss,,"Canada, United States",NA,Cheddar,soft,NA,NA,creamy,plastic,yellow,"creamy, savory, sharp, spicy",NA,TRUE,FALSE,GO Veggie!
Smoked Fior Di Latte,cow,Italy,NA,Mozzarella,semi-soft,NA,NA,"elastic, smooth",NA,brownish yellow,"smokey , tangy",smokey,NA,NA,NA
Smoked Gouda,"cow, goat, sheep",Netherlands,NA,Gouda,hard,NA,NA,"buttery, crumbly",waxed,brownish yellow,NA,smokey,NA,NA,NA
Smoked Lincolnshire Poacher,cow,United Kingdom,NA,NA,hard,NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,NA
Smoked Sulguni,"buffalo, cow",Georgia,"Svaneti, Samegrelo",NA,semi-firm,NA,NA,"dense, elastic",NA,yellow,"salty, smokey , sour",smokey,NA,NA,NA
Smokey Jalapeño,,Canada,Ontario,NA,"semi-firm, artisan",NA,NA,"creamy, firm",NA,golden orange,"creamy, mild, spicy",NA,TRUE,FALSE,Zengarry Vegetarian Cuisine
Smokey Mountain Round,goat,United States,North Carolina,NA,"semi-soft, artisan",NA,NA,compact,natural,white,"savory, woody","aromatic, lactic",TRUE,FALSE,Goat Lady Dairy
Smokey Oregon Blue,cow,United States,Oregon,Blue,"semi-hard, blue-veined",NA,NA,"dense, firm",natural,pale yellow,"caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",TRUE,FALSE,Rogue Creamery
Smokey Touvelle,cow,United States,Oregon,Cheddar,"semi-hard, artisan",NA,NA,"crumbly, firm",natural,pale yellow,"nutty, sweet, tangy","mild, smokey",TRUE,FALSE,Rogue Creamery
Snow Camp,"cow, goat",United States,North Carolina,NA,semi-firm,NA,NA,soft,bloomy,ivory,"buttery, creamy",buttery,TRUE,FALSE,Goat Lady Dairy
Sofia,goat,United States,Indiana,NA,"soft, artisan, soft-ripened",NA,NA,"close, creamy, dense, soft, soft-ripened",mold ripened,cream,"citrusy, creamy, sweet, tangy",NA,FALSE,FALSE,Capriole Goat Cheese
Somerset Brie,cow,"England, United Kingdom",Somerset,Brie,"soft, artisan",NA,NA,"creamy, smooth",natural,white,mild,"fresh, grassy, mushroom",TRUE,FALSE,NA
Somerset Organic Cheddar,cow,United Kingdom,NA,NA,"hard, organic",NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,NA
Sonnet,"goat, sheep",United States,"Tieton, Washington",NA,"soft, artisan",NA,NA,"smooth, spreadable",bloomy,NA,"lemony, smooth",rich,NA,NA,Tieton Farm & Creamery
Sonoma Jack,cow,United States,"Sonoma, California",Monterey Jack,semi-hard,NA,NA,"brittle, creamy, crumbly, firm, open, supple",natural,pale white,"buttery, herbaceous, mild, mushroomy, nutty, sharp, spicy","aromatic, earthy, herbal, mild",TRUE,FALSE,Vella Cheese Company
Sosha,"goat, yak","China, Nepal, Tibet",Tibet,NA,"soft, artisan",NA,NA,creamy,natural,white,"pungent, strong","pungent, strong",NA,NA,NA
Sottocenere® al Tartufo,cow,Italy,Veneto,NA,"semi-soft, artisan",NA,NA,"firm, smooth",natural,pale yellow,"creamy, salty, savory","aromatic, spicy",FALSE,FALSE,NA
Soumaintrain,cow,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",washed,NA,creamy,rich,NA,NA,NA
Sourire Lozerien,cow,France,Cevenes,NA,"semi-soft, artisan",25%,NA,"creamy, smooth",natural,white,"mild, sweet",musty,FALSE,FALSE,SARL LAITERIE RISSOAN
Sparkenhoe Red Leicester,cow,United Kingdom,NA,NA,hard,NA,NA,"brittle, close, creamy, crumbly, flaky",NA,orange,nutty,NA,NA,NA,NA
Spenwood,sheep,England,NA,Parmesan,hard,NA,NA,firm,natural,pale yellow,nutty,NA,TRUE,FALSE,NA
Speziato,cow,Italy,Veneto,NA,soft,NA,NA,compact,natural,ivory,"earthy, spicy",aromatic,FALSE,FALSE,La Casearia Carpenedo S.r.l.
Squaquerone di Bufala,water buffalo,Italy,Lombardy,NA,"fresh soft, artisan",NA,NA,"creamy, soft, spreadable",rindless,white,"acidic, piquant, subtle, sweet","pleasant, subtle",FALSE,FALSE,Azienda Agricola Gritti Bruno E Alfio S.s. Societa Agricola
St Andrews Farmhouse Cheddar,cow,Scotland,NA,NA,hard,NA,NA,"compact, crumbly, dry",waxed,pale yellow,"fruity, grassy, nutty, tangy","buttery, grassy, subtle",FALSE,FALSE,St. Andrews Farmhouse Cheese
St Cera,cow,England,NA,NA,soft,NA,NA,"buttery, creamy",washed,yellow,"full-flavored, pronounced",pungent,FALSE,FALSE,Julie Cheyney
St Fidèle Swiss,cow,Canada,Quebec,Swiss Cheese,semi-hard,17%,NA,"elastic, firm, open",rindless,ivory,"nutty, sweet","aromatic, sweet",NA,NA,Fromagerie St-Fidèle
St Gall,cow,Ireland,Co. Cork,Swiss Cheese,"hard, brined",NA,NA,"creamy, smooth, soft, springy",natural,yellow,"fruity, mild, milky, nutty, smooth, yeasty","fruity, mild, milky, nutty, rich, yeasty",FALSE,FALSE,CAIS Cheesemakers Association Ltd
St James,sheep,England,NA,NA,semi-soft,NA,NA,close,washed,pink and white,meaty,barnyardy,FALSE,FALSE,Martin Gott
St Jude,cow,"England, Great Britain, United Kingdom",NA,NA,"soft, artisan",NA,NA,"creamy, fluffy",mold ripened,cream,NA,"buttery, rich",FALSE,FALSE,NA
St Killian,cow,Ireland,"Adamstown, Co Wexford",Brie,"semi-soft, artisan",NA,NA,creamy,bloomy,pale yellow,"mushroomy, salty","aromatic, mushroom",TRUE,FALSE,"Carrigbyrne House, Adamstown, Co. Wexford"
St Mang Original Allgäuer Limburger,cow,Germany,Allgäu,NA,"soft, artisan",NA,NA,creamy,natural,pale yellow,spicy,"mild, spicy",TRUE,FALSE,Käserei Champignon
St Pat,cow,United States,California,NA,"semi-soft, artisan",NA,NA,"creamy, soft",bloomy,pale yellow,"full-flavored, mellow","rich, smokey",TRUE,FALSE,Cowgirl Creamery
St Tola Ash Log,goat,Ireland,NA,NA,"soft, artisan",NA,NA,smooth,ash coated,NA,full-flavored,NA,FALSE,FALSE,Inagh Farmhouse Cheese Ltd
St Tola Cranberry,goat,Ireland,"Inagh, Co Clare",NA,"fresh soft, artisan",18.2 g/100g,NA,"compact, creamy, smooth, soft",mold ripened,white,"creamy, fruity, full-flavored, sweet","fresh, fruity",FALSE,FALSE,Inagh Farmhouse Cheese Ltd
St Tola Crottin,goat,Ireland,NA,NA,soft,NA,NA,smooth,NA,white,"lemony, sweet","clean, floral",NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Divine,goat,,"Inagh, Co Clare",NA,"fresh soft, artisan",14 g/100g,NA,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE,Inagh Farmhouse Cheese Ltd
St Tola Greek Style,goat,Ireland,Co Clare,Feta,"firm, brined",NA,NA,smooth,rindless,white,"creamy, salty",goaty,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Hard Cheese,goat,Ireland,"Inagh, Co Clare",Gouda,"hard, artisan",36 g/100g,NA,"compact, crumbly, dense, smooth",waxed,cream,"nutty, sweet, tangy",NA,FALSE,FALSE,Inagh Farmhouse Cheese Ltd
St Tola Log,goat,Ireland,NA,NA,soft,NA,NA,creamy,natural,NA,citrusy,NA,FALSE,FALSE,Inagh Farmhouse Cheese Ltd
Staffordshire Organic,cow,"England, Great Britain, United Kingdom",Staffordshire,NA,"hard, artisan",48%,NA,"creamy, smooth",NA,yellow,NA,NA,TRUE,FALSE,Staffordshire Dairy
Stawley,goat,"England, Great Britain, United Kingdom","Stawley, near Wellington, Somerset",NA,soft,NA,NA,"dense, firm, smooth",mold ripened,pale yellow,"caramel, floral, milky, sweet","mushroom, nutty",FALSE,FALSE,NA
Stella Asiago,cow,Italy,Asiago,NA,"semi-hard, artisan",NA,NA,"buttery, creamy, crumbly",natural,cream,"nutty, sharp, smooth, sweet","fresh, mild, rich",TRUE,FALSE,Stella
Stella Black Pepper Romano,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,"compact, crumbly, flaky",natural,pale yellow,"piquant, salty, sharp","pleasant, spicy",TRUE,FALSE,Stella
Stella Blue,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,crumbly,natural,white,tangy,rich,TRUE,FALSE,Stella
Stella Feta,cow,United States,NA,Feta,"firm, artisan",NA,NA,"crumbly, firm",NA,white,tangy,fresh,TRUE,FALSE,NA
Stella Fontina,cow,United States,Wisconsin,NA,"semi-soft, artisan",NA,NA,"creamy, open",natural,pale yellow,"buttery, sweet","earthy, mild",TRUE,FALSE,Stella
Stella Fontinella,cow,United States,NA,NA,"semi-hard, artisan",NA,NA,crumbly,natural,pale yellow,"creamy, sharp, smooth, sweet",NA,TRUE,FALSE,Stella
Stella Goat,goat,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,crumbly,natural,cream,tangy,"mild, pleasant",TRUE,FALSE,Stella
Stella Gorgonzola,cow,United States,NA,Gorgonzola,"semi-soft, blue-veined",NA,NA,creamy,natural,cream,"earthy, mellow, tangy",pleasant,TRUE,FALSE,Stella
Stella Italian Sharp,cow,United States,NA,NA,"semi-soft, artisan",NA,NA,creamy,natural,pale yellow,"creamy, full-flavored, sharp",strong,FALSE,FALSE,Stella
Stella Kasseri,cow,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,firm,natural,pale yellow,"salty, sharp, tangy",strong,TRUE,FALSE,Saputo Inc.
Stella Mediterranean Parmesan,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"buttery, crumbly, flaky",natural,NA,"buttery, earthy, garlicky, savory, spicy",nutty,TRUE,FALSE,Stella
Stella Parmesan,cow,United States,NA,Parmesan,"hard, artisan",NA,NA,"crumbly, dense, grainy",natural,pale yellow,"nutty, subtle",NA,TRUE,FALSE,Stella
Stella Parmesan & Romano Blend,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"crumbly, flaky",natural,cream,"salty, sharp",nutty,TRUE,FALSE,Stella
Stella Reduced Fat Blue,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,crumbly,natural,white,full-flavored,pleasant,TRUE,FALSE,Stella
Stella Smoked Blue,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,"creamy, crumbly",natural,white,"creamy, subtle","pleasant, smokey",TRUE,FALSE,Stella
Stella Swiss,cow,United States,Wisconsin,Swiss Cheese,"semi-soft, artisan",NA,NA,"creamy, open, smooth",natural,cream,"nutty, tangy","mild, pleasant",TRUE,FALSE,Stella
Sternschnuppe,cow,Germany,"Allagau, Bavarian Alps",NA,"firm, artisan",NA,NA,"buttery, firm",washed,golden yellow,"buttery, fruity","caramel, herbal, nutty, rich",FALSE,FALSE,Käsküche Isny
Stichelton,cow,"England, Great Britain, United Kingdom",Nottinghamshire,Blue,"semi-soft, artisan, blue-veined",NA,NA,creamy,mold ripened,ivory,"buttery, caramel, creamy, savory, spicy, sweet",rich,FALSE,FALSE,NA
Stickney Hill Chevre,goat,United States,Kimball,NA,"semi-soft, artisan",NA,NA,"crumbly, spreadable",natural,white,"garlicky, herbaceous, spicy, tangy","goaty, mild, milky",TRUE,FALSE,Stickney Hill Dairy
Stilton,cow,England,"Derbyshire, Leicestershire, Nottinghamshire",Blue,"hard, blue-veined",NA,NA,"creamy, crumbly, smooth",natural,NA,"spicy, strong",NA,NA,NA,NA
Stinking Bishop,cow,United Kingdom,NA,NA,"semi-soft, artisan",NA,NA,"creamy, smooth",washed,NA,NA,pungent,TRUE,FALSE,Charles Martell & Son Limited
Stoney Cross,cow,"England, Great Britain, United Kingdom",Landford,Tomme,"semi-hard, artisan",NA,NA,"creamy, smooth",mold ripened,yellow,"earthy, subtle, sweet",NA,TRUE,FALSE,Lyburn Farm
Stracchinata,cow,Italy,Veneto,NA,"fresh soft, artisan",NA,NA,"creamy, open",natural,pale yellow,"creamy, sweet",subtle,FALSE,FALSE,La Casearia Carpenedo S.r.l.
Strathdon Blue,cow,Scotland,Tain,Blue,semi-soft,NA,NA,creamy,NA,NA,"creamy, spicy","aromatic, rich",TRUE,FALSE,Highland Fine Cheeses Limited
Strawberry Moon,cow,"Canada, Italy",Lombardy,NA,"semi-hard, artisan, smear-ripened",NA,NA,"compact, creamy, dense",washed,straw,"subtle, sweet",strong,NA,NA,Fifth Town Artisan Cheese
